AccountOID,ConsumptionDate,Consumption
256969,2019-08-25,0.268
716,2020-06-02,0.468
131327,2019-07-09,0.833
137018,2021-02-27,0.668
6562,2019-04-03,0.057
267585,2020-01-14,13.822
29330,2020-03-17,0.875
848,2020-05-31,1.446
257225,2020-10-18,0.004
250195,2020-06-26,4.304
260726,2020-05-27,0.014
72055,2020-06-04,0.220
7038,2020-02-08,0.306
49043,2019-11-13,1.645
250567,2019-03-04,6.500
136213,2020-06-22,5.826
264909,2020-10-03,0.030
251704,2020-02-05,1.283
250022,2020-02-06,1170.900
263567,2021-03-12,6.240
16581,2019-04-18,0.000
124089,2020-03-21,0.240
13024,2020-07-25,0.016
250095,2020-11-07,1.016
135605,2019-11-01,0.000
49043,2020-05-08,1.964
44788,2020-01-01,0.721
269089,2021-02-19,0.351
250781,2019-06-05,0.440
273259,2019-09-15,0.098
80569,2020-12-21,0.516
250202,2021-01-14,2.361
250567,2019-04-10,7.676
199151,2019-12-07,0.149
12857,2019-10-05,1.815
24294,2020-03-18,0.353
49043,2019-11-14,1.125
255254,2019-03-17,0.143
9953,2019-01-31,0.110
80569,2020-06-09,0.355
4910,2020-03-17,2.069
250282,2021-03-12,1.305
255456,2021-02-19,0.246
256972,2020-06-29,0.040
59449,2020-03-09,0.913
2809,2021-01-11,0.620
248696,2019-09-29,0.003
252388,2019-05-24,415.170
139516,2021-03-06,53.321
250387,2020-12-13,0.923
123533,2020-12-23,0.169
17980,2019-05-27,0.952
17592,2021-02-20,0.143
32383,2020-04-13,0.000
247000,2020-03-31,1.388
7087,2020-11-13,0.000
5479,2019-12-05,0.901
245958,2020-12-19,0.480
6547,2019-07-10,0.389
256351,2021-02-25,1.095
179630,2020-10-18,0.000
136482,2020-11-17,0.508
252287,2020-01-03,0.340
260185,2019-06-19,36.640
136482,2019-05-20,0.464
246516,2018-12-16,0.086
250197,2020-08-12,4.453
107142,2020-01-30,0.177
256156,2020-09-30,2.060
29102,2019-09-19,1.006
244680,2019-11-25,2.983
272294,2019-06-28,0.071
274411,2019-01-05,0.365
112490,2019-02-06,0.447
245958,2020-10-31,1.780
20342,2020-12-01,1.372
54212,2021-03-10,0.842
244905,2021-03-21,0.958
10481,2020-12-02,1.023
7336,2020-03-24,0.295
256156,2019-04-02,4.330
244858,2020-07-06,2.407
16129,2021-03-01,0.566
261616,2020-02-13,2.143
139515,2019-07-06,0.490
251881,2018-12-12,1.292
72055,2019-12-15,0.272
187271,2019-05-28,0.633
150462,2020-04-21,0.273
6562,2019-12-27,0.041
716,2021-01-18,0.472
139513,2019-10-26,4.880
262645,2021-02-27,0.687
249660,2020-06-20,0.897
253208,2021-02-14,0.548
244899,2020-08-28,1.050
56796,2019-02-25,1.401
106646,2020-06-15,0.139
49043,2019-01-18,1.509
256084,2020-03-08,0.205
262259,2020-09-24,0.976
57653,2020-06-01,0.556
97302,2019-11-09,0.071
29102,2020-02-29,1.184
132516,2020-08-10,0.086
246596,2020-07-26,0.242
256946,2019-09-18,29.260
256920,2020-11-24,1.940
10065,2019-01-18,0.064
246516,2019-09-20,0.000
128194,2020-07-30,0.536
256872,2020-01-17,0.716
2809,2021-02-02,0.020
135191,2019-07-06,0.663
151568,2020-08-26,4.682
32383,2019-07-19,1.100
246596,2021-01-05,0.243
11741,2020-04-07,2.964
131327,2019-10-22,0.656
256502,2019-01-03,0.700
13537,2020-10-18,1.408
9953,2019-04-12,0.397
37358,2019-05-30,0.001
246596,2021-02-09,0.242
254812,2021-01-06,0.572
249397,2020-01-06,9.057
260417,2020-08-28,0.931
258924,2020-08-13,0.993
17194,2019-07-26,1.067
244899,2018-12-21,1.362
29401,2018-12-12,2.395
24294,2020-04-09,0.423
249397,2020-12-09,6.027
249951,2020-02-04,0.014
13636,2020-02-26,1.062
21106,2020-07-23,0.139
24294,2020-02-11,0.356
33447,2020-12-05,1.751
254812,2021-03-18,1.320
250781,2020-03-09,0.044
253208,2020-08-22,0.599
151213,2020-10-04,0.471
256766,2019-07-19,30.858
115301,2020-09-25,1.675
274411,2019-10-01,0.152
252388,2020-11-30,126.421
247000,2020-08-29,1.847
16581,2019-02-08,0.000
261206,2020-09-30,1.189
250004,2019-09-04,1.250
128194,2020-12-26,0.269
250567,2020-01-04,6.046
17194,2019-05-07,1.404
13024,2020-10-26,0.093
20041,2021-02-16,0.459
10481,2020-10-28,0.602
107431,2019-02-10,0.000
256351,2019-11-06,1.502
255254,2020-10-07,0.145
248098,2020-11-04,0.183
269416,2019-12-10,0.463
139517,2019-11-15,28.790
20753,2019-01-15,0.281
246272,2020-07-10,0.792
11741,2020-12-18,3.434
261100,2020-11-20,0.552
245515,2020-11-14,0.059
21106,2020-04-08,0.009
247000,2020-05-15,1.556
798,2021-02-11,0.517
3941,2020-08-02,0.000
245332,2020-08-25,0.000
137018,2020-01-31,0.296
13537,2020-08-08,1.403
256970,2020-09-16,0.000
255829,2020-11-14,0.996
249860,2018-12-18,1.510
10481,2020-12-25,0.115
261100,2020-04-05,0.000
17980,2020-02-19,0.666
249897,2020-11-29,36.103
106646,2020-12-31,0.176
3941,2020-11-03,0.000
250175,2019-06-21,5.700
249897,2019-11-24,47.339
245302,2019-01-21,3.473
46157,2019-05-24,1.239
262645,2020-07-21,3.001
16581,2019-10-21,0.199
865,2020-02-02,0.319
250097,2020-03-23,3.596
251881,2021-03-05,1.178
246516,2019-06-21,0.000
258102,2020-01-29,0.000
13942,2020-08-15,1.374
252388,2018-12-24,436.100
10065,2019-08-26,1.879
171301,2019-08-20,0.855
250175,2019-11-07,6.500
24294,2020-11-07,0.000
264362,2020-07-26,1.476
139515,2020-06-08,0.664
245314,2021-02-20,9.990
37302,2020-09-03,0.000
269752,2021-01-24,0.559
10065,2019-09-30,0.754
261517,2020-12-25,0.000
44788,2019-06-06,1.014
9493,2020-11-04,0.071
13155,2020-01-09,0.384
13537,2020-06-12,1.067
260726,2019-12-16,0.001
255456,2019-08-21,0.540
135605,2019-07-08,0.000
97302,2019-08-31,0.182
151568,2021-02-04,3.224
256502,2019-03-02,0.000
137018,2020-09-19,0.229
257402,2020-11-11,3.650
131327,2019-12-19,1.076
256156,2019-12-05,2.580
17194,2020-09-19,1.528
24294,2019-04-04,0.786
264362,2020-08-20,1.153
54212,2020-01-15,1.770
254525,2020-02-17,0.000
17592,2020-01-22,0.046
262929,2020-12-19,0.709
249943,2020-01-17,27.220
256919,2021-02-12,0.055
261206,2021-03-02,1.041
37309,2020-03-08,26.536
5479,2020-05-13,0.482
39681,2019-07-29,0.281
116228,2020-04-13,0.527
44788,2019-11-14,0.880
21106,2020-04-07,0.034
32053,2020-09-27,302.940
29401,2020-11-07,1.478
246066,2020-04-22,7.270
106646,2020-09-07,0.263
44788,2019-10-23,0.805
46157,2019-04-21,0.215
40839,2020-04-12,0.435
269416,2019-10-25,0.262
250199,2020-05-21,4.134
269416,2019-11-04,0.297
6507,2021-02-27,0.000
250097,2020-11-11,3.540
20550,2020-04-21,0.579
263528,2020-05-02,1.331
80569,2020-12-25,0.598
150462,2018-12-07,0.307
97302,2019-04-24,0.279
44788,2019-12-23,0.757
261100,2020-06-04,1.927
69500,2019-09-23,0.300
254525,2020-01-16,0.000
268752,2020-03-31,0.838
150998,2019-01-19,7.760
244424,2020-05-26,0.050
245314,2020-01-01,0.000
247568,2020-12-20,0.001
6555,2021-02-12,0.560
69535,2020-02-19,0.682
20550,2019-01-12,0.157
65583,2020-05-21,0.023
13024,2020-03-20,0.000
61120,2020-11-08,0.012
263623,2020-01-31,9.550
245028,2020-06-10,2.997
5802,2020-02-19,0.256
97302,2020-01-18,0.094
139516,2019-05-27,51.960
248098,2020-01-08,16.650
58197,2020-12-30,0.493
151568,2021-02-25,4.112
244680,2021-01-28,3.324
116228,2019-03-01,0.497
20550,2019-07-16,0.174
260185,2020-02-06,23.394
250567,2019-08-15,5.660
269089,2019-12-15,0.446
116228,2020-09-10,0.816
42923,2020-10-28,0.976
256919,2020-08-23,0.000
244858,2020-05-31,0.000
37358,2019-05-08,0.062
13155,2019-05-21,0.262
106646,2020-04-18,0.130
136482,2019-07-16,0.639
250197,2019-11-08,4.386
139514,2020-03-06,0.600
151213,2020-03-20,0.515
29102,2020-06-01,0.980
33447,2019-06-05,0.970
151568,2020-11-25,3.592
135191,2019-11-23,0.328
39681,2019-07-20,0.297
249660,2020-07-12,0.843
54212,2019-11-06,0.847
56796,2019-07-24,0.000
187271,2020-08-24,1.371
262259,2020-05-06,0.918
6555,2019-12-22,0.615
250387,2019-09-05,1.185
56988,2020-09-27,0.000
184099,2019-03-04,0.840
13964,2020-10-20,2.131
123533,2020-05-17,0.434
62776,2020-03-29,0.724
256156,2019-12-27,3.350
97105,2020-11-23,0.689
6555,2020-03-24,0.324
123533,2019-07-30,0.356
13537,2020-12-15,1.133
17592,2020-05-27,0.181
56988,2020-08-08,0.000
11741,2019-08-17,1.180
255829,2020-09-15,0.788
245883,2020-11-06,1.223
6562,2019-09-27,0.067
246066,2020-03-15,3.310
277704,2020-08-11,0.363
16129,2019-06-10,0.550
274411,2019-06-30,7.029
37358,2019-01-09,0.209
49043,2019-03-17,1.358
261206,2020-10-22,1.082
122982,2021-01-28,0.499
245332,2020-07-23,0.000
250004,2021-03-04,105.000
244899,2019-07-29,1.778
250004,2020-09-23,87.000
248696,2020-09-23,0.014
171301,2020-08-02,0.170
261206,2021-01-23,0.920
122982,2020-10-27,0.627
245493,2020-11-01,1.061
97302,2019-08-18,0.181
269089,2020-06-30,0.817
85008,2021-03-06,0.676
13964,2019-11-15,1.108
248098,2021-03-12,0.483
132516,2020-05-19,0.533
798,2021-02-21,0.722
248098,2018-12-08,0.785
244899,2020-12-22,0.603
256502,2019-10-08,0.000
246032,2021-01-14,1.165
244680,2020-06-01,4.855
136212,2019-05-27,0.982
56796,2019-11-30,1.108
139513,2020-01-17,68.964
259866,2021-01-02,0.844
264362,2021-02-20,1.005
259866,2020-06-17,0.581
245493,2020-01-30,0.898
9493,2020-03-06,0.915
250781,2020-11-11,0.022
260726,2020-10-04,0.478
190642,2020-03-30,0.433
123533,2021-02-19,0.167
6564,2020-09-19,0.573
37358,2020-06-17,0.000
251229,2021-03-17,2.080
250409,2020-06-24,110.000
250567,2019-08-29,6.921
20041,2020-06-17,0.422
44788,2019-01-06,0.578
250022,2020-10-10,147.300
260221,2020-08-02,0.250
8621,2019-05-10,1.810
107431,2019-12-08,67.800
37309,2020-04-26,22.631
248917,2019-06-23,13.842
244858,2019-09-05,7.517
250567,2019-09-20,6.633
254812,2020-04-16,1.502
273259,2019-09-27,0.145
7038,2021-01-31,0.330
144822,2019-11-24,0.301
253177,2020-09-19,1.018
9493,2021-01-11,0.000
283681,2020-01-07,3.804
151213,2020-04-25,0.437
244424,2019-07-18,30.280
246596,2020-10-04,0.457
256508,2020-05-19,0.000
13537,2019-11-17,1.976
259866,2020-01-30,0.149
58197,2020-04-04,0.423
253374,2020-08-21,1.339
249943,2019-09-12,34.520
7038,2019-05-16,0.452
260221,2020-01-16,1.620
29330,2019-07-16,1.066
179922,2019-08-15,0.384
34770,2019-01-31,0.858
258102,2020-10-25,1.179
245883,2020-11-19,1.165
258924,2019-11-18,21.022
256351,2020-02-06,1.525
245028,2020-09-11,4.639
12857,2019-12-15,1.946
62776,2019-11-22,0.321
20342,2019-02-08,0.886
257225,2021-03-17,0.285
46157,2020-03-11,1.225
139516,2020-09-24,55.455
249951,2020-10-28,0.168
255813,2019-07-06,0.014
139514,2020-07-12,1.138
178474,2019-11-09,1.016
264362,2019-10-22,1.127
12857,2019-04-25,2.517
7038,2019-08-30,0.296
17194,2020-09-30,1.510
250097,2021-03-18,2.971
17980,2020-09-14,0.395
139516,2020-07-06,65.017
17194,2020-01-31,1.240
248696,2020-03-09,0.060
263528,2019-10-18,1.219
139515,2019-05-09,0.373
249971,2019-07-04,740.000
270305,2021-02-09,0.000
20550,2020-01-30,0.481
248696,2020-08-29,0.000
136212,2019-12-24,0.919
55005,2019-05-03,0.857
5493,2021-01-24,0.006
139513,2019-12-22,61.297
249897,2020-06-10,29.252
190642,2020-06-30,0.416
65583,2021-01-20,0.423
187989,2020-12-25,0.199
256609,2020-01-16,0.337
135191,2020-09-08,0.521
244858,2019-11-15,3.073
260417,2020-03-27,0.720
39681,2020-12-23,0.482
102613,2019-11-25,0.000
257172,2020-08-29,0.270
252287,2019-02-22,0.194
136212,2019-06-09,1.456
248128,2020-03-17,0.936
246516,2020-11-23,0.000
7336,2019-11-06,0.260
115301,2020-03-11,1.951
245332,2020-02-23,0.000
249943,2019-10-30,29.620
20753,2020-05-28,0.275
56796,2020-03-02,0.987
254538,2020-12-02,0.494
267585,2019-02-13,12.410
247389,2020-02-27,1.570
29330,2020-06-19,1.084
260417,2020-03-05,0.348
245105,2020-01-23,5.510
252388,2019-01-29,421.250
55005,2020-04-04,0.845
250202,2020-09-17,2.428
135605,2019-07-07,0.000
244424,2020-09-21,1.750
251704,2020-04-24,11.270
29330,2018-12-20,1.182
256766,2020-12-10,1.190
65583,2019-07-23,1.470
199151,2020-08-31,0.000
256971,2020-11-23,0.000
107431,2019-03-03,58.142
20884,2020-04-06,0.063
249660,2020-09-20,1.288
44135,2021-02-16,0.762
56796,2019-12-25,0.187
29102,2019-10-11,1.368
17194,2020-09-28,1.447
74697,2019-11-20,0.936
67113,2019-06-26,0.243
44788,2019-08-27,0.959
32053,2021-01-19,126.096
270305,2020-02-04,0.000
256959,2021-03-24,0.020
132516,2019-10-24,0.383
44788,2019-08-05,0.744
252287,2020-01-25,0.668
250095,2019-09-02,0.159
20550,2020-06-17,0.891
37309,2020-11-10,28.324
115301,2020-06-10,2.181
245958,2020-10-09,5.410
142606,2020-02-20,1.570
116228,2019-09-04,0.482
263567,2020-06-16,2.460
58197,2020-01-27,0.349
32053,2020-08-20,405.280
132516,2020-06-01,0.244
29401,2020-06-10,1.766
71392,2020-06-25,1.107
254812,2019-09-07,0.296
150462,2020-03-19,0.221
108293,2019-07-20,0.047
245302,2021-02-01,3.662
42923,2020-12-15,1.559
8621,2019-12-18,1.426
42923,2020-11-23,1.503
255813,2018-12-08,8.205
269089,2019-10-31,0.454
123533,2021-01-27,0.365
137018,2019-03-22,0.176
260185,2021-02-24,5.382
175989,2020-03-18,0.000
283681,2020-08-26,2.643
252287,2019-05-03,0.170
250004,2020-02-27,79.000
244899,2018-12-11,1.461
245332,2020-08-15,0.000
151568,2020-03-15,4.147
274411,2020-12-26,0.153
273259,2021-01-16,3.511
17980,2019-10-14,0.182
245105,2019-05-13,8.440
250020,2020-10-10,418.100
11741,2019-07-02,1.470
263623,2020-04-10,2.630
249951,2020-06-11,0.447
248365,2021-03-17,2.190
248224,2020-10-30,3.801
244391,2020-08-08,1.448
250197,2020-12-19,4.758
46157,2019-04-08,1.485
245105,2019-02-19,5.380
135191,2019-06-26,0.401
244899,2021-03-15,1.788
13155,2019-10-30,0.122
263528,2019-01-13,1.235
261986,2020-02-19,0.586
6507,2020-05-12,0.012
248098,2020-11-26,0.035
245332,2020-05-24,0.000
250282,2021-03-02,0.760
250199,2019-11-04,3.152
256947,2020-09-10,26.300
199151,2020-04-02,0.146
72055,2020-07-22,0.604
2809,2021-03-20,0.470
254538,2020-07-15,1.126
115301,2020-02-29,1.855
251229,2020-03-11,3.700
244899,2020-11-29,0.034
34770,2019-01-19,1.081
40839,2020-06-19,0.513
245375,2019-03-18,0.656
150998,2020-10-21,1.216
42923,2019-08-04,1.689
250202,2021-03-23,1.605
46157,2020-11-21,1.622
136213,2020-07-14,5.712
245515,2021-01-21,0.928
250097,2019-06-18,3.503
132516,2019-01-18,0.245
37358,2020-08-14,0.000
246066,2020-10-10,6.300
17592,2019-05-22,0.213
260283,2020-07-27,3.075
256156,2019-10-08,2.840
250004,2019-01-27,1.160
252388,2019-01-04,433.020
256920,2020-12-30,1.460
61120,2019-10-14,1.445
20884,2019-06-21,0.529
13964,2020-04-27,1.435
6547,2020-01-12,0.000
244899,2020-04-01,0.140
97105,2019-07-02,0.548
268752,2020-03-17,1.222
57653,2021-03-06,0.553
246629,2020-02-18,1.672
261616,2020-09-11,9.045
5493,2021-03-02,0.056
262929,2019-05-29,0.750
13537,2020-08-19,0.885
39681,2020-07-23,0.581
20041,2020-07-09,0.347
249943,2020-05-03,29.060
56988,2020-01-24,0.060
256609,2020-01-17,0.132
115301,2019-12-31,1.339
256766,2020-02-22,4.385
272294,2019-02-08,0.167
249860,2020-08-16,2.114
10481,2019-06-04,0.241
16129,2019-09-01,0.396
29401,2020-09-11,2.002
72238,2020-11-19,0.144
260726,2020-01-21,0.001
74697,2020-08-25,0.563
139514,2019-05-31,0.688
116228,2021-03-15,0.588
69535,2019-10-24,1.739
37358,2019-09-13,0.004
1004,2019-09-15,0.540
250175,2020-11-12,3.010
139514,2020-02-24,0.510
10481,2019-04-20,0.637
250282,2020-05-16,0.244
249943,2019-05-07,34.970
253374,2020-04-25,0.015
250175,2019-04-12,5.930
250574,2021-02-08,2.471
261206,2021-02-15,1.159
248696,2020-10-16,0.052
256924,2020-05-11,0.623
245302,2020-07-31,2.368
248365,2020-04-03,0.320
256351,2021-02-03,1.076
76953,2020-07-15,0.225
268752,2020-05-26,0.985
256969,2020-11-08,0.007
46157,2020-10-06,1.405
10481,2019-02-08,1.203
256969,2019-05-09,0.350
267585,2019-12-11,2.945
252388,2019-05-02,415.440
244858,2019-07-10,9.631
260185,2020-02-07,12.388
13964,2020-12-04,1.379
250199,2019-10-02,3.549
257172,2021-01-14,0.539
274411,2021-01-20,0.296
71392,2020-11-11,0.877
68102,2020-11-20,0.286
256971,2021-01-30,0.000
256872,2020-09-29,0.574
13024,2020-12-10,0.000
253177,2020-10-11,0.139
6555,2020-12-27,0.729
142606,2019-05-18,2.382
250387,2019-09-28,1.318
246629,2019-10-25,1.599
263528,2019-12-27,1.797
272294,2021-03-16,0.417
6564,2019-04-03,0.372
3941,2020-10-24,0.085
248224,2021-03-18,2.986
250282,2020-03-19,0.986
245375,2020-09-15,0.884
250387,2019-12-30,1.460
106646,2019-07-13,0.469
245375,2018-12-17,0.458
261100,2021-02-11,0.835
116228,2019-06-28,0.490
245028,2020-10-03,2.797
46157,2020-11-11,1.071
10481,2019-06-17,0.563
144822,2020-03-31,0.396
254812,2020-04-03,0.262
6562,2021-02-06,0.311
252287,2019-09-19,0.169
716,2020-11-21,0.455
269084,2020-09-06,9.337
263528,2019-09-12,1.601
244391,2020-12-25,0.773
181113,2020-03-10,0.000
249971,2019-11-08,700.000
116228,2019-08-25,0.242
10481,2019-05-12,0.739
248917,2020-10-14,15.333
108293,2021-01-28,0.283
245105,2020-01-11,4.220
264909,2019-08-02,3.340
245314,2019-08-13,1.550
13537,2020-01-14,1.368
249860,2020-05-02,1.526
72055,2020-07-20,0.214
251229,2020-12-14,2.700
262645,2020-09-04,1.181
9493,2020-11-14,0.000
248365,2020-04-16,0.360
250020,2020-07-11,452.600
245314,2019-11-01,0.050
86661,2019-12-24,0.459
256766,2020-11-28,0.558
249943,2019-05-29,32.960
246272,2019-03-19,1.616
150998,2020-09-05,1.296
3592,2019-07-11,0.000
16581,2020-08-17,0.382
262929,2021-02-13,0.665
20884,2019-12-14,0.017
16581,2020-07-26,0.116
65583,2019-06-30,1.456
252388,2019-03-02,415.960
250781,2020-12-16,0.042
97302,2020-12-09,0.220
17592,2019-01-01,0.254
128194,2020-12-16,0.364
269089,2020-04-10,0.386
20041,2020-03-05,0.709
80569,2020-05-18,0.435
5479,2019-06-02,0.455
187271,2020-09-28,1.384
15898,2020-12-13,0.669
244899,2020-11-28,0.065
249660,2020-03-07,1.614
256972,2021-03-24,0.030
253374,2019-12-29,0.147
248917,2021-03-13,12.165
273259,2020-12-10,0.335
136482,2019-07-30,0.239
247568,2019-06-22,0.043
7336,2020-11-11,0.000
13024,2020-02-12,0.000
245883,2020-12-11,1.094
12857,2020-01-05,1.811
260221,2020-12-30,1.220
248365,2020-09-03,22.500
136212,2020-04-07,1.083
106646,2019-08-05,0.101
262835,2020-09-06,4.149
257402,2021-03-19,1.930
13537,2021-02-22,1.332
5802,2020-07-29,0.231
72238,2020-05-05,0.113
187989,2020-09-23,0.517
250004,2020-10-28,93.000
246596,2019-09-15,0.361
253208,2019-09-20,0.404
59449,2020-05-09,1.676
244680,2019-04-08,8.217
65583,2019-08-14,1.540
123533,2019-07-07,2.295
71392,2021-01-10,2.545
253374,2020-11-22,0.105
250199,2021-01-08,3.561
33447,2020-07-31,1.176
258924,2020-07-20,1.076
245332,2021-03-12,0.000
256508,2020-04-12,0.000
3941,2020-03-17,0.001
270305,2021-01-18,0.000
283681,2021-03-13,3.607
254525,2020-04-19,0.000
255086,2019-12-03,0.087
5493,2019-12-26,0.000
263623,2020-11-04,24.250
6507,2020-10-21,0.060
69535,2019-08-17,1.279
13964,2020-03-22,2.227
32383,2019-12-18,0.000
249951,2020-07-29,0.015
249897,2020-10-13,25.925
256920,2020-11-14,1.320
69535,2019-09-08,1.538
97302,2019-02-13,0.164
151568,2020-07-21,5.379
171301,2019-09-22,0.697
272294,2019-12-08,0.184
248917,2020-09-21,3.775
187989,2019-09-28,0.825
249951,2020-05-05,0.018
245493,2020-06-16,1.284
248696,2019-08-24,0.007
249943,2021-01-01,29.680
283681,2020-08-04,2.756
116228,2020-03-09,0.595
259866,2020-11-03,0.406
716,2020-05-08,0.445
144822,2020-11-18,0.320
283681,2019-08-21,3.029
253177,2020-08-04,1.188
199151,2020-02-16,0.000
250252,2020-11-30,20.000
17980,2019-11-05,0.499
256508,2021-03-05,0.000
269089,2019-12-03,0.386
11741,2021-01-10,1.952
262835,2020-08-16,4.169
42923,2019-01-29,0.822
250387,2020-10-03,3.238
256655,2020-10-12,0.000
24294,2019-06-26,0.400
85008,2020-06-24,0.698
6507,2020-05-24,0.034
248098,2019-05-06,0.019
246066,2020-02-21,5.790
80569,2020-01-10,0.258
112490,2020-07-25,0.564
9493,2020-12-09,0.052
253208,2019-08-27,7.350
256920,2020-11-01,6.020
264909,2019-06-26,18.280
236489,2020-10-12,0.433
250020,2020-09-17,530.700
32053,2020-07-28,446.764
13942,2018-12-31,0.732
252969,2021-02-07,5.945
4910,2020-12-22,1.410
175989,2020-08-29,0.000
253208,2019-11-28,8.379
33804,2020-06-09,0.475
250387,2020-09-11,1.867
69535,2019-11-05,1.482
132516,2019-06-06,0.000
245105,2019-01-05,4.760
123533,2019-10-31,0.362
256156,2020-07-11,1.830
179922,2020-12-04,0.370
256924,2021-03-10,0.387
264909,2020-03-09,0.110
250387,2020-03-31,1.618
256924,2020-12-07,0.688
256609,2020-03-26,0.000
6564,2020-02-10,0.330
244424,2020-11-06,0.630
56796,2021-03-08,1.355
12857,2019-12-03,2.205
273259,2020-02-13,0.423
245493,2020-09-16,1.101
69500,2020-02-24,0.609
246516,2020-11-24,0.000
5802,2019-07-01,0.406
29102,2018-12-25,1.591
85008,2020-04-27,1.052
139513,2020-12-30,62.223
5802,2019-08-06,0.313
13537,2019-11-15,1.200
263623,2020-06-30,13.080
256508,2019-01-28,0.000
171301,2019-09-01,0.103
57653,2021-02-24,0.373
97302,2018-12-06,0.043
244899,2020-08-06,0.658
11741,2020-08-12,2.470
256972,2020-09-07,0.090
13024,2020-04-11,0.000
248365,2020-12-13,0.120
49043,2020-04-16,1.408
848,2020-03-22,0.717
13155,2018-12-09,0.002
247568,2019-12-15,0.017
16129,2021-01-24,0.549
251881,2020-02-05,1.057
42923,2020-07-27,0.767
181113,2020-08-07,181.890
136482,2019-02-04,0.580
244858,2019-06-29,6.814
256920,2020-07-20,2.220
139513,2021-01-20,52.366
250282,2020-11-15,1.019
249660,2020-03-19,1.095
16581,2020-04-13,0.000
248128,2020-10-22,0.990
139516,2020-05-30,57.477
15898,2020-12-01,0.131
262259,2019-12-07,0.880
256766,2019-02-18,19.149
9953,2019-10-26,0.265
274411,2020-04-15,0.160
57653,2020-05-08,1.246
1004,2019-06-03,0.560
72238,2020-08-06,3.284
274411,2020-06-25,0.403
9953,2020-12-07,0.284
139515,2021-03-03,0.298
56988,2020-02-28,0.000
256502,2020-03-06,0.000
263567,2020-05-25,2.000
68102,2020-10-28,0.279
136213,2019-03-03,7.576
135605,2020-04-10,0.293
246032,2021-02-18,1.369
250004,2021-02-10,103.000
248696,2020-09-01,0.017
42923,2019-08-25,0.944
13942,2020-10-23,2.048
250197,2020-08-26,4.248
245375,2020-12-16,0.421
6564,2020-08-14,0.655
71392,2020-12-04,1.272
270305,2020-05-19,0.000
29330,2019-09-24,0.864
65583,2020-02-26,0.001
247389,2020-08-08,0.001
247389,2020-05-29,0.094
102613,2020-07-26,0.000
255813,2019-06-13,0.420
150998,2021-01-11,1.397
262645,2020-04-19,0.037
136213,2019-11-24,7.969
85008,2020-11-10,0.758
252969,2020-10-25,4.072
187989,2021-03-03,0.172
256970,2020-02-21,0.358
74697,2020-09-07,0.527
37358,2019-04-12,0.025
13155,2020-10-25,0.000
246596,2018-12-11,0.366
264362,2020-08-06,1.476
184099,2020-10-30,0.593
68102,2019-06-16,0.238
256766,2020-12-20,1.045
274411,2020-06-22,0.327
20041,2020-12-10,0.821
136482,2021-01-14,0.472
123533,2019-12-17,6.246
10481,2019-11-27,0.585
248224,2019-11-17,3.096
1004,2019-07-19,0.475
8621,2019-09-28,1.576
132516,2020-06-11,0.275
244858,2019-11-02,3.444
152526,2019-07-12,0.032
137018,2020-09-09,0.226
139517,2020-09-10,72.586
245105,2020-02-02,3.000
256959,2021-01-22,0.030
269089,2020-04-20,0.414
261986,2019-12-13,0.595
32383,2019-12-19,0.000
256946,2020-06-13,2.180
250567,2020-08-09,35.295
256969,2020-08-28,0.593
137018,2019-02-04,0.297
245302,2019-09-20,2.818
249860,2021-03-24,2.607
251704,2020-04-01,1.456
262929,2020-12-07,0.924
245958,2020-05-12,0.670
250781,2020-05-08,0.229
54212,2019-11-19,0.493
716,2019-07-22,1.164
24294,2019-07-07,0.039
250097,2020-04-14,3.206
249943,2020-11-03,27.780
37302,2020-06-27,0.010
283681,2020-11-05,3.435
171301,2021-03-01,0.706
69500,2020-10-01,0.684
97105,2019-04-23,0.681
32053,2020-10-07,276.230
255254,2020-09-27,0.152
249860,2018-12-20,1.917
9953,2020-01-04,0.244
245105,2019-04-30,20.280
10481,2020-10-18,1.088
135605,2020-05-28,0.353
250567,2019-03-18,8.279
865,2020-11-06,0.288
107431,2019-05-02,40.490
250436,2020-07-11,56.400
33447,2019-08-04,0.659
269752,2021-02-03,0.385
42923,2021-01-30,0.742
20041,2021-02-06,0.196
798,2019-01-28,0.555
247568,2019-02-14,2.093
244905,2021-02-26,1.150
249971,2020-05-13,360.000
256971,2020-11-10,0.000
251229,2019-01-29,2.440
135605,2019-03-01,0.232
269752,2021-03-11,0.465
256946,2020-10-30,28.660
798,2019-01-06,0.482
256924,2021-02-13,0.095
244899,2021-03-02,1.668
245314,2020-10-04,7.220
32383,2020-11-09,0.000
250855,2020-05-30,1.250
245375,2019-06-19,0.728
245344,2020-01-21,0.050
13964,2021-03-06,2.195
139516,2019-04-09,42.984
179922,2019-09-09,0.312
108293,2020-06-22,0.115
29102,2019-10-01,1.467
39681,2019-08-10,0.410
7038,2020-02-18,0.290
245883,2020-11-29,0.688
20550,2019-05-07,0.111
72055,2020-09-18,0.357
261616,2020-07-13,18.566
80569,2019-10-31,0.258
256766,2020-02-11,6.524
256502,2020-11-17,0.000
260185,2020-10-19,2.897
256766,2020-03-18,4.326
58197,2019-07-01,0.364
139516,2019-03-17,45.493
256947,2020-08-29,28.980
10065,2021-02-11,0.008
268752,2020-10-12,1.196
251704,2019-02-20,6.996
255456,2020-01-07,0.554
261206,2020-11-16,1.210
251229,2021-02-12,2.200
56796,2021-03-21,1.000
